Feature,Mean_Valid,Mean_Invalid,Difference,T-statistic,P-value
Mass,20.73038043478261,19.567239880952382,1.1631405538302282,12.95622274684009,2.4824068005297617e-35
Mode7_Freq,421.9060866847826,397.8069958333333,24.09909085144932,14.729816937993945,3.630111438352457e-44
Mode11_Freq,1163.8675570652174,1007.0783821428572,156.7891749223602,19.073066199013294,2.128591272688704e-68
stiffness_ratio,2.756017489398046,2.5227513964702277,0.2332660929278183,21.333771571194617,4.4301058073348176e-82
mass_efficiency,38.22688519186562,35.831164875929844,2.395720315935776,22.38718196082319,1.2476701864855538e-88
